Date,Time,Date_Time,Elapsed_Time  ,Depth_ft          ,Temperature_C    ,Pressure _PSI            
6/21/2010,3:00,6/21/2010 3:00,302400,1.545,8.026,0.669
6/21/2010,4:00,6/21/2010 4:00,306000,1.564,8.021,0.677
6/21/2010,5:00,6/21/2010 5:00,309600,1.609,8.021,0.697
6/21/2010,6:00,6/21/2010 6:00,313200,1.543,8.021,0.668
6/21/2010,7:00,6/21/2010 7:00,316800,1.167,8.057,0.506
6/21/2010,8:00,6/21/2010 8:00,320400,0.795,8.065,0.344
6/21/2010,9:00,6/21/2010 9:00,324000,0.126,8.073,0.055
6/21/2010,10:00,6/21/2010 10:00,327600,-0.06,8.077,-0.026
6/21/2010,11:00,6/21/2010 11:00,331200,-0.138,8.088,-0.06
6/21/2010,12:00,6/21/2010 12:00,334800,-0.22,8.101,-0.095
6/21/2010,13:00,6/21/2010 13:00,338400,-0.421,8.115,-0.182
6/21/2010,14:00,6/21/2010 14:00,342000,-0.609,8.118,-0.264
6/21/2010,15:00,6/21/2010 15:00,345600,-0.658,8.125,-0.285
6/21/2010,16:00,6/21/2010 16:00,349200,-0.712,8.122,-0.308
6/21/2010,17:00,6/21/2010 17:00,352800,-0.639,8.114,-0.277
6/21/2010,18:00,6/21/2010 18:00,356400,0.158,8.091,0.069
6/21/2010,19:00,6/21/2010 19:00,360000,0.479,8.077,0.207
6/21/2010,20:00,6/21/2010 20:00,363600,0.909,8.071,0.394
6/21/2010,21:00,6/21/2010 21:00,367200,1.108,8.068,0.48
6/21/2010,22:00,6/21/2010 22:00,370800,1.266,8.059,0.548
6/21/2010,23:00,6/21/2010 23:00,374400,1.364,8.048,0.591
6/22/2010,0:00,6/22/2010 0:00,378000,1.456,8.035,0.631
6/22/2010,1:00,6/22/2010 1:00,381600,1.522,8.028,0.659
6/22/2010,2:00,6/22/2010 2:00,385200,1.573,8.021,0.681
6/22/2010,3:00,6/22/2010 3:00,388800,1.594,8.013,0.69
6/22/2010,4:00,6/22/2010 4:00,392400,1.661,8.009,0.719
6/22/2010,5:00,6/22/2010 5:00,396000,1.696,8.004,0.735
6/22/2010,6:00,6/22/2010 6:00,399600,1.628,8.007,0.705
6/22/2010,7:00,6/22/2010 7:00,403200,1.226,8.052,0.531
6/22/2010,8:00,6/22/2010 8:00,406800,0.887,8.057,0.384
6/22/2010,9:00,6/22/2010 9:00,410400,0.248,8.067,0.107
6/22/2010,10:00,6/22/2010 10:00,414000,-0.071,8.076,-0.031
6/22/2010,11:00,6/22/2010 11:00,417600,-0.16,8.081,-0.069
6/22/2010,12:00,6/22/2010 12:00,421200,-0.283,8.089,-0.123
6/22/2010,13:00,6/22/2010 13:00,424800,-0.502,8.107,-0.218
6/22/2010,14:00,6/22/2010 14:00,428400,-0.707,8.111,-0.306
6/22/2010,15:00,6/22/2010 15:00,432000,-0.805,8.121,-0.349
6/22/2010,16:00,6/22/2010 16:00,435600,-0.871,8.108,-0.377
6/22/2010,17:00,6/22/2010 17:00,439200,-0.728,8.107,-0.315
6/22/2010,18:00,6/22/2010 18:00,442800,0.073,8.085,0.032
6/22/2010,19:00,6/22/2010 19:00,446400,0.602,8.076,0.261
6/22/2010,20:00,6/22/2010 20:00,450000,0.939,8.072,0.407
6/22/2010,21:00,6/22/2010 21:00,453600,1.164,8.068,0.504
6/22/2010,22:00,6/22/2010 22:00,457200,1.291,8.063,0.559
6/22/2010,23:00,6/22/2010 23:00,460800,1.432,8.043,0.62
6/23/2010,0:00,6/23/2010 0:00,464400,1.514,8.03,0.656
6/23/2010,1:00,6/23/2010 1:00,468000,1.565,8.021,0.678
6/23/2010,2:00,6/23/2010 2:00,471600,1.629,8.009,0.705
6/23/2010,3:00,6/23/2010 3:00,475200,1.691,8.003,0.732
6/23/2010,4:00,6/23/2010 4:00,478800,1.703,7.997,0.737
6/23/2010,5:00,6/23/2010 5:00,482400,1.748,7.992,0.757
6/23/2010,6:00,6/23/2010 6:00,486000,1.727,7.989,0.748
6/23/2010,7:00,6/23/2010 7:00,489600,1.391,8.034,0.603
6/23/2010,8:00,6/23/2010 8:00,493200,0.874,8.055,0.378
6/23/2010,9:00,6/23/2010 9:00,496800,0.116,8.066,0.05
6/23/2010,10:00,6/23/2010 10:00,500400,-0.085,8.065,-0.037
6/23/2010,11:00,6/23/2010 11:00,504000,-0.338,8.067,-0.147
6/23/2010,12:00,6/23/2010 12:00,507600,-0.508,8.085,-0.22
6/23/2010,13:00,6/23/2010 13:00,511200,-0.764,8.101,-0.331
6/23/2010,14:00,6/23/2010 14:00,514800,-0.95,8.114,-0.411
6/23/2010,15:00,6/23/2010 15:00,518400,-1.041,8.115,-0.451
6/23/2010,16:00,6/23/2010 16:00,522000,-1.084,8.118,-0.469
6/23/2010,17:00,6/23/2010 17:00,525600,-1.023,8.111,-0.443
6/23/2010,18:00,6/23/2010 18:00,529200,-0.104,8.088,-0.045
6/23/2010,19:00,6/23/2010 19:00,532800,0.443,8.079,0.192
6/23/2010,20:00,6/23/2010 20:00,536400,0.748,8.077,0.324
6/23/2010,21:00,6/23/2010 21:00,540000,0.938,8.073,0.406
6/23/2010,22:00,6/23/2010 22:00,543600,1.051,8.073,0.455
6/23/2010,23:00,6/23/2010 23:00,547200,1.132,8.071,0.49
6/24/2010,0:00,6/24/2010 0:00,550800,1.214,8.063,0.526
6/24/2010,1:00,6/24/2010 1:00,554400,1.259,8.059,0.545
6/24/2010,2:00,6/24/2010 2:00,558000,1.312,8.052,0.568
6/24/2010,3:00,6/24/2010 3:00,561600,1.321,8.052,0.572
6/24/2010,4:00,6/24/2010 4:00,565200,1.365,8.049,0.591
6/24/2010,5:00,6/24/2010 5:00,568800,1.357,8.043,0.588
6/24/2010,6:00,6/24/2010 6:00,572400,1.335,8.043,0.578
6/24/2010,7:00,6/24/2010 7:00,576000,1.071,8.065,0.464
6/24/2010,8:00,6/24/2010 8:00,579600,0.777,8.073,0.337
6/24/2010,9:00,6/24/2010 9:00,583200,-0.073,8.079,-0.032
6/24/2010,10:00,6/24/2010 10:00,586800,-0.306,8.084,-0.132
6/24/2010,11:00,6/24/2010 11:00,590400,-0.391,8.087,-0.169
6/24/2010,12:00,6/24/2010 12:00,594000,-0.473,8.096,-0.205
6/24/2010,13:00,6/24/2010 13:00,597600,-0.65,8.106,-0.282
6/24/2010,14:00,6/24/2010 14:00,601200,-0.873,8.117,-0.378
6/24/2010,15:00,6/24/2010 15:00,604800,-0.975,8.122,-0.422
6/24/2010,16:00,6/24/2010 16:00,608400,-0.978,8.125,-0.423
6/24/2010,17:00,6/24/2010 17:00,612000,-0.956,8.12,-0.414
6/24/2010,18:00,6/24/2010 18:00,615600,-0.076,8.099,-0.033
6/24/2010,19:00,6/24/2010 19:00,619200,0.376,8.089,0.163
6/24/2010,20:00,6/24/2010 20:00,622800,0.711,8.083,0.308
6/24/2010,21:00,6/24/2010 21:00,626400,0.923,8.08,0.4
6/24/2010,22:00,6/24/2010 22:00,630000,0.897,8.079,0.389
6/24/2010,23:00,6/24/2010 23:00,633600,1.036,8.076,0.449
6/25/2010,0:00,6/25/2010 0:00,637200,1.044,8.078,0.452
6/25/2010,1:00,6/25/2010 1:00,640800,0.816,8.088,0.353
6/25/2010,2:00,6/25/2010 2:00,644400,0.752,8.093,0.326
6/25/2010,3:00,6/25/2010 3:00,648000,0.727,8.096,0.315
6/25/2010,4:00,6/25/2010 4:00,651600,0.77,8.091,0.334
6/25/2010,5:00,6/25/2010 5:00,655200,0.847,8.09,0.367
6/25/2010,6:00,6/25/2010 6:00,658800,0.722,8.097,0.313
6/25/2010,7:00,6/25/2010 7:00,662400,0.486,8.099,0.21
6/25/2010,8:00,6/25/2010 8:00,666000,0.444,8.101,0.192
6/25/2010,9:00,6/25/2010 9:00,669600,0.2,8.108,0.087
6/25/2010,10:00,6/25/2010 10:00,673200,0.196,8.107,0.085
6/25/2010,11:00,6/25/2010 11:00,676800,0.239,8.107,0.103
6/25/2010,12:00,6/25/2010 12:00,680400,0.04,8.114,0.018
6/25/2010,13:00,6/25/2010 13:00,684000,-0.225,8.124,-0.097
6/25/2010,14:00,6/25/2010 14:00,687600,-0.407,8.15,-0.176
6/25/2010,15:00,6/25/2010 15:00,691200,-0.679,8.156,-0.294
6/25/2010,16:00,6/25/2010 16:00,694800,-0.748,8.146,-0.324
6/25/2010,17:00,6/25/2010 17:00,698400,-0.636,8.146,-0.275
6/25/2010,18:00,6/25/2010 18:00,702000,0.109,8.114,0.047
6/25/2010,19:00,6/25/2010 19:00,705600,0.464,8.105,0.201
6/25/2010,20:00,6/25/2010 20:00,709200,0.817,8.094,0.354
6/25/2010,21:00,6/25/2010 21:00,712800,1.03,8.089,0.446
6/25/2010,22:00,6/25/2010 22:00,716400,1.179,8.085,0.511
6/25/2010,23:00,6/25/2010 23:00,720000,1.214,8.083,0.526
6/26/2010,0:00,6/26/2010 0:00,723600,1.288,8.077,0.558
6/26/2010,1:00,6/26/2010 1:00,727200,1.345,8.068,0.583
6/26/2010,2:00,6/26/2010 2:00,730800,1.402,8.06,0.607
6/26/2010,3:00,6/26/2010 3:00,734400,1.439,8.054,0.623
6/26/2010,4:00,6/26/2010 4:00,738000,1.442,8.048,0.624
6/26/2010,5:00,6/26/2010 5:00,741600,1.462,8.043,0.633
6/26/2010,6:00,6/26/2010 6:00,745200,1.422,8.043,0.616
6/26/2010,7:00,6/26/2010 7:00,748800,1.166,8.077,0.505
6/26/2010,8:00,6/26/2010 8:00,752400,0.73,8.084,0.316
6/26/2010,9:00,6/26/2010 9:00,756000,0.126,8.085,0.055
6/26/2010,10:00,6/26/2010 10:00,759600,-0.066,8.091,-0.028
6/26/2010,11:00,6/26/2010 11:00,763200,-0.134,8.098,-0.058
6/26/2010,12:00,6/26/2010 12:00,766800,-0.26,8.098,-0.113
6/26/2010,13:00,6/26/2010 13:00,770400,-0.466,8.117,-0.202
6/26/2010,14:00,6/26/2010 14:00,774000,-0.632,8.124,-0.274
6/26/2010,15:00,6/26/2010 15:00,777600,-0.753,8.123,-0.326
6/26/2010,16:00,6/26/2010 16:00,781200,-0.771,8.132,-0.334
6/26/2010,17:00,6/26/2010 17:00,784800,-0.718,8.133,-0.311
6/26/2010,18:00,6/26/2010 18:00,788400,0.104,8.096,0.045
6/26/2010,19:00,6/26/2010 19:00,792000,0.537,8.086,0.233
6/26/2010,20:00,6/26/2010 20:00,795600,0.867,8.083,0.376
6/26/2010,21:00,6/26/2010 21:00,799200,1.1,8.079,0.477
6/26/2010,22:00,6/26/2010 22:00,802800,1.21,8.076,0.524
6/26/2010,23:00,6/26/2010 23:00,806400,1.311,8.067,0.568
6/27/2010,0:00,6/27/2010 0:00,810000,1.357,8.054,0.588
6/27/2010,1:00,6/27/2010 1:00,813600,1.417,8.05,0.614
6/27/2010,2:00,6/27/2010 2:00,817200,1.451,8.037,0.629
6/27/2010,3:00,6/27/2010 3:00,820800,1.491,8.032,0.646
6/27/2010,4:00,6/27/2010 4:00,824400,1.514,8.026,0.656
6/27/2010,5:00,6/27/2010 5:00,828000,1.515,8.02,0.656
6/27/2010,6:00,6/27/2010 6:00,831600,1.464,8.023,0.634
6/27/2010,7:00,6/27/2010 7:00,835200,1.145,8.06,0.496
6/27/2010,8:00,6/27/2010 8:00,838800,0.788,8.073,0.341
6/27/2010,9:00,6/27/2010 9:00,842400,0.008,8.084,0.003
6/27/2010,10:00,6/27/2010 10:00,846000,-0.165,8.081,-0.071
6/27/2010,11:00,6/27/2010 11:00,849600,-0.346,8.093,-0.15
6/27/2010,12:00,6/27/2010 12:00,853200,-0.426,8.106,-0.184
6/27/2010,13:00,6/27/2010 13:00,856800,-0.669,8.122,-0.29
6/27/2010,14:00,6/27/2010 14:00,860400,-0.838,8.13,-0.363
6/27/2010,15:00,6/27/2010 15:00,864000,-0.908,8.136,-0.393
6/27/2010,16:00,6/27/2010 16:00,867600,-1.008,8.132,-0.436
6/27/2010,17:00,6/27/2010 17:00,871200,-1.061,8.136,-0.459
6/27/2010,18:00,6/27/2010 18:00,874800,-0.183,8.101,-0.079
6/27/2010,19:00,6/27/2010 19:00,878400,0.43,8.09,0.186
6/27/2010,20:00,6/27/2010 20:00,882000,0.732,8.085,0.317
6/27/2010,21:00,6/27/2010 21:00,885600,0.932,8.083,0.404
6/27/2010,22:00,6/27/2010 22:00,889200,1.079,8.078,0.467
6/27/2010,23:00,6/27/2010 23:00,892800,1.137,8.078,0.492
6/28/2010,0:00,6/28/2010 0:00,896400,1.09,8.074,0.472
6/28/2010,1:00,6/28/2010 1:00,900000,1.162,8.073,0.503
6/28/2010,2:00,6/28/2010 2:00,903600,1.162,8.068,0.503
6/28/2010,3:00,6/28/2010 3:00,907200,1.146,8.072,0.497
6/28/2010,4:00,6/28/2010 4:00,910800,1.064,8.074,0.461
6/28/2010,5:00,6/28/2010 5:00,914400,1.17,8.063,0.507
6/28/2010,6:00,6/28/2010 6:00,918000,1.216,8.058,0.527
6/28/2010,7:00,6/28/2010 7:00,921600,1.007,8.076,0.436
6/28/2010,8:00,6/28/2010 8:00,925200,0.785,8.084,0.34
6/28/2010,9:00,6/28/2010 9:00,928800,-0.029,8.092,-0.012
6/28/2010,10:00,6/28/2010 10:00,932400,-0.251,8.096,-0.109
6/28/2010,11:00,6/28/2010 11:00,936000,-0.483,8.102,-0.209
6/28/2010,12:00,6/28/2010 12:00,939600,0.01,8.094,0.004
6/28/2010,13:00,6/28/2010 13:00,943200,-0.174,8.101,-0.075
6/28/2010,14:00,6/28/2010 14:00,946800,-0.741,8.119,-0.321
6/28/2010,15:00,6/28/2010 15:00,950400,-0.288,8.106,-0.125
6/28/2010,16:00,6/28/2010 16:00,954000,-0.017,8.106,-0.008
6/28/2010,17:00,6/28/2010 17:00,957600,-0.945,8.139,-0.409
6/28/2010,18:00,6/28/2010 18:00,961200,0.047,8.104,0.021
6/28/2010,19:00,6/28/2010 19:00,964800,0.385,8.093,0.167
6/28/2010,20:00,6/28/2010 20:00,968400,0.676,8.096,0.293
6/28/2010,21:00,6/28/2010 21:00,972000,0.823,8.093,0.357
6/28/2010,22:00,6/28/2010 22:00,975600,0.934,8.091,0.405
6/28/2010,23:00,6/28/2010 23:00,979200,0.856,8.092,0.371
6/29/2010,0:00,6/29/2010 0:00,982800,0.855,8.091,0.37
6/29/2010,1:00,6/29/2010 1:00,986400,0.948,8.088,0.41
6/29/2010,2:00,6/29/2010 2:00,990000,1.102,8.085,0.477
6/29/2010,3:00,6/29/2010 3:00,993600,1.1,8.087,0.477
6/29/2010,4:00,6/29/2010 4:00,997200,1.104,8.083,0.478
6/29/2010,5:00,6/29/2010 5:00,1000800,1.096,8.088,0.475
6/29/2010,6:00,6/29/2010 6:00,1004400,1.044,8.087,0.452
6/29/2010,7:00,6/29/2010 7:00,1008000,0.862,8.095,0.373
6/29/2010,8:00,6/29/2010 8:00,1011600,0.587,8.102,0.254
6/29/2010,9:00,6/29/2010 9:00,1015200,0.202,8.11,0.087
6/29/2010,10:00,6/29/2010 10:00,1018800,-0.028,8.109,-0.012
6/29/2010,11:00,6/29/2010 11:00,1022400,-0.165,8.116,-0.071
6/29/2010,12:00,6/29/2010 12:00,1026000,-0.352,8.135,-0.152
6/29/2010,13:00,6/29/2010 13:00,1029600,0.263,8.115,0.114
6/29/2010,14:00,6/29/2010 14:00,1033200,0.752,8.118,0.325
6/29/2010,15:00,6/29/2010 15:00,1036800,0.666,8.125,0.288
6/29/2010,16:00,6/29/2010 16:00,1040400,-0.031,8.135,-0.013
6/29/2010,17:00,6/29/2010 17:00,1044000,-0.353,8.139,-0.153
6/29/2010,18:00,6/29/2010 18:00,1047600,0.197,8.125,0.085
6/29/2010,19:00,6/29/2010 19:00,1051200,0.541,8.121,0.234
6/29/2010,20:00,6/29/2010 20:00,1054800,0.753,8.115,0.326
6/29/2010,21:00,6/29/2010 21:00,1058400,0.932,8.112,0.404
6/29/2010,22:00,6/29/2010 22:00,1062000,1.02,8.107,0.442
6/29/2010,23:00,6/29/2010 23:00,1065600,1.09,8.105,0.472
6/30/2010,0:00,6/30/2010 0:00,1069200,1.122,8.105,0.486
6/30/2010,1:00,6/30/2010 1:00,1072800,1.167,8.097,0.505
6/30/2010,2:00,6/30/2010 2:00,1076400,1.211,8.097,0.524
6/30/2010,3:00,6/30/2010 3:00,1080000,1.189,8.099,0.515
6/30/2010,4:00,6/30/2010 4:00,1083600,1.055,8.1,0.457
6/30/2010,5:00,6/30/2010 5:00,1087200,0.99,8.106,0.429
6/30/2010,6:00,6/30/2010 6:00,1090800,0.865,8.109,0.375
6/30/2010,7:00,6/30/2010 7:00,1094400,0.769,8.111,0.333
6/30/2010,8:00,6/30/2010 8:00,1098000,0.853,8.111,0.369
6/30/2010,9:00,6/30/2010 9:00,1101600,0.297,8.122,0.128
6/30/2010,10:00,6/30/2010 10:00,1105200,0.093,8.124,0.04
6/30/2010,11:00,6/30/2010 11:00,1108800,-0.077,8.143,-0.033
6/30/2010,12:00,6/30/2010 12:00,1112400,-0.242,8.163,-0.105
6/30/2010,13:00,6/30/2010 13:00,1116000,0.27,8.131,0.117
6/30/2010,14:00,6/30/2010 14:00,1119600,-0.036,8.141,-0.016
6/30/2010,15:00,6/30/2010 15:00,1123200,-0.447,8.151,-0.194
6/30/2010,16:00,6/30/2010 16:00,1126800,0.076,8.135,0.033
6/30/2010,17:00,6/30/2010 17:00,1130400,0.449,8.124,0.194
6/30/2010,18:00,6/30/2010 18:00,1134000,0.204,8.127,0.089
6/30/2010,19:00,6/30/2010 19:00,1137600,0.485,8.12,0.21
6/30/2010,20:00,6/30/2010 20:00,1141200,0.586,8.119,0.254
6/30/2010,21:00,6/30/2010 21:00,1144800,0.648,8.114,0.281
6/30/2010,22:00,6/30/2010 22:00,1148400,0.704,8.111,0.305
6/30/2010,23:00,6/30/2010 23:00,1152000,0.723,8.112,0.313
7/1/2010,0:00,7/1/2010 0:00,1155600,0.81,8.113,0.351
7/1/2010,1:00,7/1/2010 1:00,1159200,0.901,8.111,0.39
7/1/2010,2:00,7/1/2010 2:00,1162800,0.963,8.108,0.417
7/1/2010,3:00,7/1/2010 3:00,1166400,1.031,8.108,0.447
7/1/2010,4:00,7/1/2010 4:00,1170000,1.063,8.104,0.46
7/1/2010,5:00,7/1/2010 5:00,1173600,1.068,8.104,0.463
7/1/2010,6:00,7/1/2010 6:00,1177200,1.004,8.108,0.435
7/1/2010,7:00,7/1/2010 7:00,1180800,0.889,8.108,0.385
7/1/2010,8:00,7/1/2010 8:00,1184400,0.573,8.114,0.248
7/1/2010,9:00,7/1/2010 9:00,1188000,0.17,8.123,0.074
7/1/2010,10:00,7/1/2010 10:00,1191600,-0.036,8.129,-0.016
7/1/2010,11:00,7/1/2010 11:00,1195200,-0.178,8.132,-0.077
7/1/2010,12:00,7/1/2010 12:00,1198800,-0.327,8.154,-0.142
7/1/2010,13:00,7/1/2010 13:00,1202400,-0.534,8.159,-0.231
7/1/2010,14:00,7/1/2010 14:00,1206000,-0.197,8.146,-0.085
7/1/2010,15:00,7/1/2010 15:00,1209600,-0.826,8.171,-0.358
7/1/2010,16:00,7/1/2010 16:00,1213200,-0.522,8.171,-0.226
7/1/2010,17:00,7/1/2010 17:00,1216800,0.013,8.129,0.006
7/1/2010,18:00,7/1/2010 18:00,1220400,-0.065,8.13,-0.028
7/1/2010,19:00,7/1/2010 19:00,1224000,0.2,8.124,0.087
7/1/2010,20:00,7/1/2010 20:00,1227600,0.537,8.117,0.232
7/1/2010,21:00,7/1/2010 21:00,1231200,0.766,8.113,0.332
7/1/2010,22:00,7/1/2010 22:00,1234800,0.881,8.108,0.382
7/1/2010,23:00,7/1/2010 23:00,1238400,0.934,8.107,0.404
7/2/2010,0:00,7/2/2010 0:00,1242000,0.98,8.107,0.425
7/2/2010,1:00,7/2/2010 1:00,1245600,0.94,8.108,0.407
7/2/2010,2:00,7/2/2010 2:00,1249200,0.912,8.107,0.395
7/2/2010,3:00,7/2/2010 3:00,1252800,0.947,8.109,0.41
7/2/2010,4:00,7/2/2010 4:00,1256400,0.937,8.108,0.406
7/2/2010,5:00,7/2/2010 5:00,1260000,0.905,8.11,0.392
7/2/2010,6:00,7/2/2010 6:00,1263600,0.856,8.111,0.371
7/2/2010,7:00,7/2/2010 7:00,1267200,0.692,8.12,0.3
7/2/2010,8:00,7/2/2010 8:00,1270800,0.443,8.122,0.192
7/2/2010,9:00,7/2/2010 9:00,1274400,0.054,8.131,0.023
7/2/2010,10:00,7/2/2010 10:00,1278000,-0.085,8.136,-0.037
7/2/2010,11:00,7/2/2010 11:00,1281600,-0.211,8.148,-0.091
7/2/2010,12:00,7/2/2010 12:00,1285200,-0.396,8.169,-0.172
7/2/2010,13:00,7/2/2010 13:00,1288800,-0.267,8.151,-0.115
7/2/2010,14:00,7/2/2010 14:00,1292400,-0.842,8.195,-0.365
7/2/2010,15:00,7/2/2010 15:00,1296000,-0.254,8.16,-0.11
7/2/2010,16:00,7/2/2010 16:00,1299600,-0.717,8.176,-0.31
7/2/2010,17:00,7/2/2010 17:00,1303200,-0.926,8.185,-0.401
7/2/2010,18:00,7/2/2010 18:00,1306800,-0.218,8.142,-0.094
7/2/2010,19:00,7/2/2010 19:00,1310400,0.175,8.124,0.076
7/2/2010,20:00,7/2/2010 20:00,1314000,0.535,8.113,0.232
